"Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2","intensity","laser_id","pitch","yaw","distance_m","Point_X","Point_Y","Point_Z"
4.789904117584229,3.604211568832398,1.328939199447632,40.0,1.0,12.5,36.96,6.140000000000001,4.789903991310247,3.604211464122715,1.328939229579952
5.92055082321167,1.297384977340698,1.374808311462402,60.0,2.0,12.78,12.36,6.215,5.920550590605398,1.297385005089311,1.374808296691386
5.968764781951904,-1.292673707008362,1.152852177619934,93.0,3.0,10.69,-12.22,6.215,5.968764677984262,-1.292673653014838,1.152852135205853
4.07633113861084,-2.977964162826538,0.5671432614326477,91.0,4.0,6.41,-36.15,5.08,4.076331353681415,-2.977964272410774,0.5671432687062483
0.0,0.0,0.0,1.0,0.0,-327.68,-327.68,0.0,0.0,0.0,0.0
4.825291156768799,3.60584020614624,1.335432410240173,40.0,1.0,12.5,36.77,6.17,4.825291359105695,3.605840201215199,1.335432417998095
5.915497779846191,1.273573398590088,1.373652338981628,59.0,2.0,12.79,12.15,6.205,5.915497875137736,1.27357337076569,1.373652342668061
5.968194007873535,-1.315468907356262,1.15697968006134,93.0,3.0,10.72,-12.43,6.22,5.968193984588209,-1.31546892747581,1.156979715972049
4.081073760986328,-3.004431486129761,0.572914183139801,93.0,4.0,6.45,-36.36,5.100000000000001,4.081073554230083,-3.004431389700999,0.5729141903838313
0.0,0.0,0.0,1.0,0.0,-327.68,-327.68,0.0,0.0,0.0,0.0
4.862564563751221,3.605994701385498,1.338756084442139,40.0,1.0,12.47,36.56,6.2,4.862564533963623,3.605994781303753,1.33875606077031
5.914902687072754,1.251857399940491,1.373600721359253,57.0,2.0,12.8,11.95,6.2,5.914902711681283,1.251857447496198,1.373600685240697
5.97272253036499,-1.33944034576416,1.159908175468445,93.0,3.0,10.73,-12.64,6.23,5.972722369114776,-1.339440392937213,1.159908158107433
4.081843852996826,-3.028129816055298,0.5763733386993408,89.0,4.0,6.47,-36.57,5.115,4.081843705426359,-3.028129902413698,0.5763733673403203
0.0,0.0,0.0,1.0,0.0,-327.68,-327.68,0.0,0.0,0.0,0.0
4.907205104827881,3.611297607421875,1.347393155097961,40.0,1.0,12.47,36.35,6.24,4.907204946598372,3.61129771490968,1.347393196646247
5.910138130187988,1.22823441028595,1.370331645011902,59.0,2.0,12.79,11.74,6.19,5.910138022145259,1.228234374356196,1.370331668189411
5.967180252075195,-1.361187219619751,1.163112998008728,83.0,3.0,10.76,-12.85,6.23,5.967180022623567,-1.361187262355317,1.163112984367319
4.081798076629639,-3.052464246749878,0.5816220641136169,82.0,4.0,6.51,-36.79,5.13,4.081798306545016,-3.052464306939155,0.5816220762219264
0.0,0.0,0.0,1.0,0.0,-327.68,-327.68,0.0,0.0,0.0,0.0
4.935739994049072,3.605805158615112,1.350644946098328,40.0,1.0,12.46,36.15,6.26,4.935739782989863,3.60580518519081,1.350644942633795
5.914365768432617,1.20651650428772,1.371385216712952,54.0,2.0,12.8,11.53,6.19,5.914365597202994,1.20651656230537,1.371385200264503
5.971324443817139,-1.38517689704895,1.167119741439819,88.0,3.0,10.78,-13.06,6.24,5.971324507251642,-1.385176933175793,1.167119742311664
4.09406042098999,-3.085095882415772,0.5886023640632629,89.0,4.0,6.55,-37.0,5.16,4.094060449009679,-3.085095832716908,0.5886023639159477
0.0,0.0,0.0,1.0,0.0,-327.68,-327.68,0.0,0.0,0.0,0.0
4.980928897857666,3.610893487930298,1.357127904891968,40.0,1.0,12.44,35.94,6.3,4.980928923683224,3.610893383691295,1.357127860162892
5.908745288848877,1.183901429176331,1.370221495628357,57.0,2.0,12.81,11.33,6.18,5.908745239662753,1.18390148393138,1.370221503665677
5.956448078155518,-1.404752016067505,1.166317462921143,87.0,3.0,10.79,-13.27,6.23,5.956448206997774,-1.404752029998026,1.166317491753184
4.090473651885986,-3.105963706970215,0.5915359258651733,86.0,4.0,6.57,-37.21,5.17,4.09047356677625,-3.105963820404706,0.5915359210071565
0.0,0.0,0.0,1.0,0.0,-327.68,-327.68,0.0,0.0,0.0,0.0
5.029995918273926,3.618413925170898,1.365740180015564,40.0,1.0,12.43,35.73,6.345,5.02999598849075,3.61841388832726,1.365740198034518
5.913044929504395,1.162236928939819,1.370221495628357,53.0,2.0,12.81,11.12,6.18,5.913044767620464,1.162236897972364,1.370221503665677
5.955440521240234,-1.427576303482056,1.170460343360901,85.0,3.0,10.82,-13.48,6.235,5.955440664908356,-1.42757632795511,1.170460300316981
4.094047546386719,-3.133533716201782,0.5965238213539124,82.0,4.0,6.600000000000001,-37.43,5.19,4.094047561244968,-3.13353377341062,0.5965238110579777
0.0,0.0,0.0,1.0,0.0,-327.68,-327.68,0.0,0.0,0.0,0.0
5.071238517761231,3.619950771331787,1.372186422348023,40.0,1.0,12.42,35.52,6.38,5.071238559920428,3.61995082473808,1.372186392169183
5.907455444335938,1.138665914535523,1.369054317474365,58.0,2.0,12.82,10.91,6.17,5.9074554634663,1.138665930940832,1.369054361549175
5.959512710571289,-1.451670646667481,1.173408150672913,85.0,3.0,10.83,-13.69,6.245,5.95951261816009,-1.451670683486336,1.173408104922147
4.090069770812988,-3.154329061508179,0.6012792587280273,81.0,4.0,6.640000000000001,-37.64,5.2,4.090069837682253,-3.15432908414917,0.6012792627161925
0.0,0.0,0.0,1.0,0.0,-327.68,-327.68,0.0,0.0,0.0,0.0
5.116110324859619,3.625089883804321,1.378600835800171,39.0,1.0,12.4,35.32,6.42,5.116110236904202,3.625089775018808,1.378600800412546
5.921210289001465,1.119894623756409,1.370221495628357,53.0,2.0,12.81,10.71,6.18,5.921210097875012,1.119894641345853,1.370221503665677
5.958321571350098,-1.474535465240479,1.177561640739441,85.0,3.0,10.86,-13.9,6.25,5.958321387788845,-1.474535470039439,1.177561627862247
4.094000816345215,-3.181358814239502,0.6054017543792725,87.0,4.0,6.66,-37.85,5.22,4.094001020430747,-3.181358888593784,0.6054017399027783
5.585997104644775,9.486927032470703,1.887791037559509,28.0,0.0,9.73,59.51,11.17,5.585996967121926,9.48692693470209,1.887791095150275
5.157524108886719,3.626113653182983,1.385016202926636,39.0,1.0,12.39,35.11,6.455,5.157524131790488,3.626113620921025,1.385016186970311
5.920246124267578,1.097252726554871,1.370163798332214,54.0,2.0,12.82,10.5,6.175,5.920245989409264,1.09725273743686,1.370163805926444
5.957900524139404,-1.49652111530304,1.178503632545471,81.0,3.0,10.86,-14.1,6.255,5.957900508729328,-1.496521169577117,1.178503677164537
4.093709468841553,-3.205265522003174,0.6107712984085083,86.0,4.0,6.7,-38.06,5.235,4.093709309700004,-3.205265589015375,0.6107713087150092
5.649715900421143,9.507644653320312,1.890450835227966,31.0,0.0,9.700000000000001,59.28,11.22,5.649715980077915,9.507644554296173,1.890450838719329
5.194811344146729,3.623950719833374,1.391453146934509,40.0,1.0,12.39,34.9,6.485,5.194811370315433,3.623950607547309,1.39145313284314
5.919195652008057,1.074633002281189,1.370104312896729,57.0,2.0,12.83,10.29,6.17,5.919195718871947,1.074632993963636,1.370104364628028
5.970807075500488,-1.523049473762512,1.185498476028442,86.0,3.0,10.89,-14.31,6.275,5.970807194422527,-1.523049529397076,1.18549845130036
4.096627235412598,-3.2330002784729,0.6167482137680054,88.0,4.0,6.74,-38.28,5.255,4.096627462299312,-3.233000168813252,0.6167482011231055
5.697082042694092,9.515361785888672,1.887763381004334,34.0,0.0,9.66,59.09,11.25,5.697082197191977,9.515361471222338,1.887763361869197
5.221104145050049,3.613915920257568,1.389130830764771,40.0,1.0,12.34,34.69,6.5,5.221104066285214,3.613915849667386,1.389130865160964
5.91331148147583,1.052256345748901,1.367883801460266,55.0,2.0,12.83,10.09,6.16,5.913311294964252,1.052256389593955,1.367883774085681
5.960231304168701,-1.543640494346619,1.185628414154053,84.0,3.0,10.9,-14.52,6.270000000000001,5.960231467684046,-1.543640529210809,1.185628427546619
4.076893329620361,-3.241745710372925,0.6164836287498474,33.0,4.0,6.75,-38.49,5.245,4.076893178381131,-3.241745659635168,0.6164836496663585
5.727164268493652,9.486539840698242,1.882217407226563,39.0,0.0,9.64,58.88,11.24,5.727164351549757,9.486540268937182,1.88221736687635
5.261868476867676,3.61503005027771,1.396610856056213,39.0,1.0,12.34,34.49,6.535,5.261868570504637,3.615030071578152,1.396610800588753
5.917363166809082,1.030616879463196,1.366835474967957,53.0,2.0,12.82,9.88,6.16,5.917363398796562,1.030616901129152,1.366835472794639
5.959081649780273,-1.566671252250671,1.187649369239807,78.0,3.0,10.91,-14.73,6.275,5.959081759866166,-1.566671205773192,1.187649322077668
4.029774188995361,-3.228457927703857,0.614799439907074,26.0,4.0,6.79,-38.7,5.2,4.029774278716514,-3.228457977503854,0.6147994389120129
5.729084014892578,9.411582946777344,1.865563750267029,41.0,0.0,9.61,58.67,11.175,5.729083911906241,9.411582980981645,1.865563808191445
5.30394172668457,3.615391492843628,1.400730013847351,40.0,1.0,12.31,34.28,6.57,5.303941889698599,3.615391536733398,1.400729976411221
5.920866012573242,1.008881688117981,1.367883801460266,56.0,2.0,12.83,9.67,6.16,5.920865794346193,1.008881670927931,1.367883774085681
5.957441329956055,-1.589606881141663,1.191824316978455,81.0,3.0,10.94,-14.94,6.28,5.957441135565642,-1.589606884101659,1.191824261494528
4.012669086456299,-3.241286039352417,0.6169092059135437,27.0,4.0,6.82,-38.93,5.195,4.012668967556286,-3.241286129425895,0.6169092186068189
5.730524063110352,9.336727142333984,1.848976850509644,41.0,0.0,9.58,58.46,11.11,5.730523860988085,9.336727525437777,1.848976850687634
5.340175151824951,3.614211320877075,1.407125949859619,40.0,1.0,12.31,34.09,6.600000000000001,5.340175321393068,3.614211386525912,1.40712600370077
5.924586772918701,0.9882470965385437,1.366835474967957,59.0,2.0,12.82,9.47,6.16,5.924586773573743,0.9882471111545582,1.366835472794639
5.960850715637207,-1.613942861557007,1.194799900054932,85.0,3.0,10.95,-15.15,6.29,5.960850756638058,-1.613942819163255,1.194799913608496
3.974770545959473,-3.232512712478638,0.6145413517951965,28.0,4.0,6.84,-39.12,5.16,3.974770448403181,-3.232512771273649,0.6145413460895278
5.751268863677979,9.290322303771973,1.838263273239136,45.0,0.0,9.55,58.24,11.08,5.751268754262537,9.290322695202336,1.838263293234093
5.39561653137207,3.620238780975342,1.415518045425415,41.0,1.0,12.29,33.86,6.65,5.395616727240074,3.620238776195067,1.415518045120147
5.922886371612549,0.9656645059585571,1.367820858955383,55.0,2.0,12.84,9.26,6.155,5.92288638384798,0.9656644880781959,1.367820887577345
5.963757514953613,-1.638213992118835,1.19993793964386,81.0,3.0,10.98,-15.36,6.3,5.963757538320191,-1.638213994585397,1.199937886756496
3.97621488571167,-3.26145339012146,0.6205137372016907,23.0,4.0,6.88,-39.36,5.18,3.976214798492645,-3.261453448535737,0.6205137220742588
5.746457576751709,9.206977844238281,1.822031855583191,40.0,0.0,9.53,58.03,11.005,5.746457665458117,9.206978293666412,1.822031832612475
5.433456420898438,3.61681866645813,1.420764684677124,40.0,1.0,12.28,33.65,6.68,5.433456650953686,3.616818575599476,1.420764657994325
5.926621437072754,0.9439870715141296,1.36677348613739,55.0,2.0,12.83,9.05,6.155,5.92662160592227,0.9439870750304985,1.366773478814508
5.957511425018311,-1.66000497341156,1.201017260551453,82.0,3.0,10.99,-15.57,6.3,5.957511292409414,-1.660005015915413,1.201017297106904
3.98311448097229,-3.291607618331909,0.6262140870094299,20.0,4.0,6.91,-39.57,5.205,3.983114468250112,-3.291607514970352,0.6262141009330047
5.744070053100586,9.128493309020996,1.802913188934326,40.0,0.0,9.49,57.82,10.935,5.744069921716331,9.12849328917092,1.802913199240379
5.477811813354492,3.621561288833618,1.426980137825012,40.0,1.0,12.26,33.47,6.72,5.477811781658125,3.621561252097805,1.426980091673045
5.930116176605225,0.9233302474021912,1.365725994110107,55.0,2.0,12.82,8.85,6.155,5.930116245368578,0.923330239794514,1.36572602841737
5.970777034759522,-1.686183452606201,1.203747272491455,83.0,3.0,10.98,-15.77,6.32,5.970776998789154,-1.686183464812643,1.20374721338112
3.989927530288696,-3.32192325592041,0.6310341954231262,19.0,4.0,6.93,-39.78,5.23,3.989927450931099,-3.321923360624617,0.6310341689979366
5.751049518585205,9.072700500488281,1.789869546890259,40.0,0.0,9.46,57.63,10.89,5.751049459517022,9.072700641039113,1.789869602031799
5.532323837280273,3.628531217575073,1.435288190841675,40.0,1.0,12.24,33.26,6.770000000000001,5.532323967593854,3.628531313009546,1.43528813417231
5.923584938049316,0.9000884890556335,1.364552855491638,59.0,2.0,12.83,8.64,6.145000000000001,5.923585155994247,0.900088503866554,1.364552888272161
5.959231853485107,-1.706531167030335,1.206040740013123,80.0,3.0,11.01,-15.98,6.315,5.959231665277401,-1.706531206460214,1.206040712800601
3.913317441940308,-3.281336069107056,0.6243438720703125,18.0,4.0,6.97,-39.98,5.145000000000001,3.913317418599676,-3.281336090350906,0.6243438503300882
5.742271900177002,8.985849380493164,1.771137475967407,41.0,0.0,9.43,57.42,10.81,5.74227179569494,8.985849239067079,1.771137509377523
5.574888229370117,3.62729549407959,1.439226150512695,40.0,1.0,12.21,33.05,6.805,5.574888391362385,3.627295505126308,1.439226091461446
5.92731523513794,0.8784412145614624,1.36246132850647,57.0,2.0,12.81,8.43,6.145000000000001,5.927315169135543,0.8784412085070782,1.362461349518703
5.976300716400147,-1.735144734382629,1.211901426315308,83.0,3.0,11.02,-16.19,6.34,5.976300505658389,-1.735144756452356,1.211901373967031
3.93084716796875,-3.321823358535767,0.6309943199157715,19.0,4.0,6.99,-40.2,5.185000000000001,3.930847240121323,-3.321823465016255,0.6309943281028695
5.749396800994873,8.917899131774902,1.75657069683075,43.0,0.0,9.4,57.19,10.755,5.749396805513749,8.917898892937469,1.756570723908648
5.613204956054688,3.62301230430603,1.443238973617554,40.0,1.0,12.19,32.84,6.835,5.613204734529386,3.623012404359521,1.443238970549894
5.920459747314453,0.8563158512115479,1.36128830909729,62.0,2.0,12.82,8.23,6.135,5.92045965322513,0.8563158251909153,1.361288250908297
5.969697952270508,-1.756977558135986,1.212987542152405,86.0,3.0,11.03,-16.4,6.34,5.969697738708762,-1.756977591478083,1.212987490248503
3.864835977554321,-3.291560173034668,0.6260198354721069,19.0,4.0,7.03,-40.42,5.115,3.864835877490325,-3.291560083996042,0.626019850729635
5.757943153381348,8.866455078125,1.744502425193787,46.0,0.0,9.370000000000001,57.0,10.715,5.757943256490084,8.866455084301524,1.744502419919209
5.66348934173584,3.626132011413574,1.452740907669067,40.0,1.0,12.19,32.63,6.88,5.663489206683487,3.626132079122407,1.452740909639104
5.928386211395264,0.8352907299995422,1.36239767074585,57.0,2.0,12.82,8.02,6.140000000000001,5.928386117029929,0.835290708249165,1.362397695285565
5.96771764755249,-1.780188083648682,1.215031027793884,78.0,3.0,11.04,-16.61,6.345,5.967717726708143,-1.780188109191055,1.215031040849647
3.829983949661255,-3.286173343658447,0.6241098046302795,18.0,4.0,7.05,-40.63,5.085,3.829983894313965,-3.286173356581512,0.6241097978636705
5.749197959899902,8.77900505065918,1.725983262062073,44.0,0.0,9.34,56.78,10.635,5.749197724396855,8.779005201140654,1.725983257200181
5.701292514801025,3.622339010238648,1.456717729568481,45.0,1.0,12.17,32.43,6.91,5.701292292660507,3.622338952020924,1.456717786780221
5.926813125610352,0.8129262328147888,1.360244154930115,61.0,2.0,12.81,7.810000000000001,6.135,5.926812949563814,0.8129262444662858,1.360244162619567
5.979331493377686,-1.807544231414795,1.222131848335266,88.0,3.0,11.07,-16.82,6.365,5.979331296350748,-1.807544228752149,1.222131788959475
3.826327562332153,-3.305128812789917,0.6279846429824829,19.0,4.0,7.08,-40.82,5.095,3.826327635971923,-3.305128911744966,0.6279846327300175
5.749048709869385,8.708964347839355,1.712603211402893,47.0,0.0,9.32,56.57,10.575,5.74904862086994,8.708964082406798,1.712603154914105
5.752394199371338,3.625280618667603,1.462644338607788,46.0,1.0,12.14,32.22,6.955,5.752393970693436,3.625280681362995,1.46264438168205
5.914881706237793,0.7902644872665405,1.357959866523743,61.0,2.0,12.82,7.61,6.12,5.914881817455007,0.7902644793059007,1.357959917776492
5.972781181335449,-1.82834255695343,1.223222017288208,89.0,3.0,11.08,-17.02,6.365,5.972781310263961,-1.828342515240242,1.22322200222466
3.81660532951355,-3.3235764503479,0.6303675174713135,19.0,4.0,7.100000000000001,-41.05,5.100000000000001,3.816605429553439,-3.323576352438664,0.6303675313765129
5.756988525390625,8.651853561401367,1.698060750961304,47.0,0.0,9.28,56.36,10.53,5.756988373914415,8.651853815180383,1.698060783176766
5.811237335205078,3.6326744556427,1.474210977554321,41.0,1.0,12.14,32.01,7.01,5.81123723693236,3.632674478762334,1.474210944010233
5.912903785705566,0.7679521441459656,1.356850504875183,67.0,2.0,12.82,7.4,6.115,5.912903798729862,0.767952120774643,1.356850473399223
5.970522403717041,-1.851611733436585,1.225273966789246,79.0,3.0,11.09,-17.23,6.37,5.970522417689943,-1.851611690431135,1.225273931706948
3.781110525131226,-3.318280696868897,0.6301717162132263,18.0,4.0,7.140000000000001,-41.27,5.07,3.78111057851515,-3.318280638485464,0.6301717204804799
5.76166582107544,8.590447425842285,1.684582114219666,41.0,0.0,9.25,56.15,10.48,5.761665925531891,8.590447540899381,1.684582087528098
5.837413787841797,3.619349956512451,1.474968075752258,76.0,1.0,12.12,31.8,7.025,5.837413847500067,3.619349928568292,1.474968022564278
5.920750617980957,0.7469149231910706,1.356918334960938,63.0,2.0,12.81,7.19,6.12,5.920750845670137,0.7469149398370456,1.356918382270864
5.972853660583496,-1.876359224319458,1.22829020023346,85.0,3.0,11.1,-17.44,6.38,5.972853547113561,-1.876359192932664,1.228290146435289
3.757525444030762,-3.32204008102417,0.6309334635734558,18.0,4.0,7.17,-41.48,5.055,3.757525431687677,-3.322040120784154,0.6309334878739145
5.757509231567383,8.516606330871582,1.67054545879364,40.0,0.0,9.23,55.94,10.415,5.757509162978971,8.516606780924104,1.670545472991011
5.847132682800293,3.595773458480835,1.470324277877808,80.0,1.0,12.09,31.59,7.020000000000001,5.847132644990397,3.59577339644201,1.470324288491317
5.928161144256592,0.7268364429473877,1.35802698135376,63.0,2.0,12.81,6.99,6.125,5.928161309476316,0.7268364479328684,1.358026975720432
5.989108562469482,-1.905611157417297,1.234200119972229,85.0,3.0,11.11,-17.65,6.405,5.989108544141831,-1.905611146642253,1.234200147577417
3.726555347442627,-3.31907320022583,0.6304261684417725,19.0,4.0,7.2,-41.69,5.03,3.726555451877534,-3.319073261436318,0.6304261648284505
5.761210441589356,8.461471557617188,1.657967925071716,52.0,0.0,9.200000000000001,55.75,10.37,5.761210649982977,8.461471162559693,1.657967916364328
5.842550277709961,3.56630802154541,1.464940667152405,75.0,1.0,12.08,31.4,7.0,5.842550457410747,3.566308030573676,1.464940675821106
5.925708770751953,0.7045001983642578,1.357959866523743,62.0,2.0,12.82,6.78,6.12,5.925708761376253,0.7045002037339553,1.357959917776492
5.976798534393311,-1.925846457481384,1.236524701118469,77.0,3.0,11.14,-17.86,6.4,5.97679862528394,-1.925846503001646,1.236524742850033
3.684664964675903,-3.306060791015625,0.6271408796310425,19.0,4.0,7.22,-41.9,4.99,3.684664997257602,-3.306060820409537,0.6271409010243744
5.762250423431397,8.390398979187012,1.641269445419312,53.0,0.0,9.16,55.52,10.31,5.762250569824801,8.390399442950217,1.641269495937354
5.856856346130371,3.544244527816773,1.461356401443481,82.0,1.0,12.05,31.18,7.0,5.856856429299373,3.544244645729773,1.461356444468785
5.933330059051514,0.6833615899085999,1.35802698135376,63.0,2.0,12.81,6.57,6.125,5.933329978482235,0.6833616170517742,1.358026975720432
5.998230457305908,-1.95589005947113,1.241219878196716,71.0,3.0,11.13,-18.06,6.43,5.998230367165943,-1.955890025102005,1.241219832308037
3.657560348510742,-3.306019067764282,0.6272088885307312,18.0,4.0,7.25,-42.11,4.97,3.657560269285894,-3.3060190413319,0.6272088766050739
5.755475521087647,8.318164825439453,1.625625967979431,45.0,0.0,9.13,55.32,10.245,5.755475652273107,8.31816478260233,1.625625930392906
5.853036403656006,3.512689352035523,1.457181096076965,79.0,1.0,12.05,30.97,6.98,5.853036517667348,3.512689375262899,1.457181140341732
5.93083381652832,0.6621053218841553,1.356918334960938,56.0,2.0,12.81,6.37,6.12,5.930833755386704,0.662105331364333,1.356918382270864
5.995267868041992,-1.979263424873352,1.244388937950134,61.0,3.0,11.15,-18.27,6.435000000000001,5.995267919415684,-1.979263442505035,1.244388926175517
3.656176805496216,-3.329198598861694,0.631691038608551,19.0,4.0,7.28,-42.32,4.985,3.656176749819045,-3.32919855158476,0.6316910464844223
5.764039039611816,8.259483337402344,1.611454486846924,48.0,0.0,9.09,55.09,10.2,5.764038940618261,8.259483622155715,1.611454431989268
5.845297336578369,3.478967905044556,1.44958770275116,74.0,1.0,12.03,30.76,6.955,5.845297456363575,3.478967987154915,1.449587662399484
5.928608417510986,0.639865517616272,1.354769110679627,60.0,2.0,12.8,6.16,6.115,5.928608430838476,0.6398655014011803,1.354769062943042
5.996658802032471,-2.004126787185669,1.249633431434631,65.0,3.0,11.18,-18.48,6.445,5.996658862229118,-2.004126685453658,1.249633433732279
3.603008031845093,-3.306179046630859,0.6264285445213318,19.0,4.0,7.3,-42.54,4.93,3.603008104451268,-3.306179049610307,0.6264285204046578
5.757811069488525,8.192536354064941,1.596732497215271,47.0,0.0,9.06,54.9,10.14,5.757811164127366,8.192536607583696,1.596732454624537
5.845809459686279,3.45032000541687,1.44409191608429,81.0,1.0,12.01,30.55,6.94,5.845809619043625,3.4503200542552,1.444091901889011
5.94061279296875,0.6191425919532776,1.356984496116638,58.0,2.0,12.8,5.95,6.125,5.940612793485899,0.6191426124731703,1.356984547919237
6.003419399261475,-2.030877590179443,1.25143575668335,63.0,3.0,11.17,-18.69,6.46,6.003419430329163,-2.030877597108436,1.251435707141734
3.568775177001953,-3.298941850662231,0.625161349773407,19.0,4.0,7.33,-42.75,4.9,3.568775159972318,-3.298941824744407,0.6251613347901517
5.762434482574463,8.135566711425781,1.586166381835938,45.0,0.0,9.040000000000001,54.69,10.095,5.762434512526884,8.135566950549066,1.586166410554979
5.849213123321533,3.426226139068604,1.439644932746887,79.0,1.0,11.99,30.36,6.93,5.849213326891262,3.426226201074593,1.439644913021125
5.938121795654297,0.5979374647140503,1.354835152626038,54.0,2.0,12.79,5.75,6.12,5.938121961764599,0.5979374402831763,1.354835187289046
5.995314598083496,-2.052654981613159,1.254753947257996,55.0,3.0,11.2,-18.9,6.46,5.995314823519066,-2.05265505992613,1.254753908881019
3.570935964584351,-3.325293779373169,0.6302679777145386,19.0,4.0,7.36,-42.96,4.92,3.570935922613665,-3.325293807877196,0.6302679810055978
5.769742965698242,8.08291244506836,1.574681878089905,49.0,0.0,9.01,54.48,10.055,5.769743142697791,8.08291198491697,1.574681844493479
5.846056461334229,3.394295454025269,1.431950807571411,76.0,1.0,11.96,30.14,6.91,5.846056451563921,3.394295358561124,1.431950761715733
5.940474510192871,0.5740955471992493,1.354835152626038,56.0,2.0,12.79,5.520000000000001,6.12,5.940474385879729,0.5740955373370431,1.354835187289046
6.001447200775147,-2.079360485076904,1.258775949478149,59.0,3.0,11.21,-19.11,6.475000000000001,6.001447145022948,-2.079360524271715,1.258775983086893
3.542856931686401,-3.325800657272339,0.6302503347396851,17.0,4.0,7.390000000000001,-43.19,4.9,3.542856869624314,-3.325800614729446,0.6302503252050321
5.765202045440674,8.01426887512207,1.560116410255432,41.0,0.0,8.98,54.27,9.995000000000001,5.765201912249388,8.014269065515725,1.560116424025379
5.853474140167236,3.372697591781616,1.428556561470032,68.0,1.0,11.94,29.95,6.905,5.853474359980307,3.372697598810113,1.428556552620037
5.942580699920654,0.5544149875640869,1.353793501853943,53.0,2.0,12.78,5.33,6.12,5.942580842961332,0.5544150149023673,1.353793527876313
5.998573303222656,-2.101845979690552,1.260857343673706,59.0,3.0,11.22,-19.31,6.48,5.998573358559754,-2.101845929284091,1.260857387466584
3.506422519683838,-3.313541173934937,0.6274325847625732,19.0,4.0,7.41,-43.38,4.865,3.506422463109182,-3.313541133683443,0.6274325984447922
5.761614799499512,7.944753170013428,1.545612692832947,47.0,0.0,8.950000000000001,54.05,9.935,5.761614834802547,7.944753052802315,1.545612637555585
5.84923791885376,3.341760635375977,1.422067403793335,73.0,1.0,11.92,29.74,6.885,5.849237969619384,3.341760686938005,1.422067398542891
5.934296607971191,0.5327539443969727,1.353661298751831,67.0,2.0,12.8,5.13,6.11,5.934296443146145,0.5327539341639776,1.353661320454945
5.999658584594727,-2.12694787979126,1.26502525806427,65.0,3.0,11.24,-19.52,6.49,5.999658692097895,-2.126947761279344,1.265025216793317
3.472469806671143,-3.305632829666138,0.6260738968849182,19.0,4.0,7.44,-43.59,4.835,3.472469918230426,-3.305632938726756,0.6260739104846101
5.76801347732544,7.8925461769104,1.532565474510193,50.0,0.0,8.91,53.84,9.895,5.768013498083517,7.892546382483175,1.532565459051616
5.85336446762085,3.315721273422241,1.417653799057007,76.0,1.0,11.9,29.53,6.875,5.853364417223124,3.315721305318556,1.417653774601829
5.931821346282959,0.5106223821640015,1.350475430488586,64.0,2.0,12.78,4.92,6.105,5.93182147201158,0.5106223660034955,1.350475406484459
5.986998558044434,-2.147193193435669,1.2651606798172,66.0,3.0,11.25,-19.73,6.485,5.98699878604813,-2.147193247517957,1.265160738274592
3.466669797897339,-3.325578451156616,0.6298841834068298,19.0,4.0,7.47,-43.81,4.845,3.466669745144039,-3.325578415225024,0.6298841816495896
